StationName,StationLocation,DateTime,RecordId,RoadSurfaceTemperature,AirTemperature,RoadTempMin-max,AirTempMin-Max,RoadTempZ,AirTempZ,RoadTempDec,AirTempDec
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:25:00.000,830958,12.78,28.59,0.000000,0.134159,-2.629825,-2.193637,0.127800,0.285900
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:26:00.000,830959,12.8,28.53,0.000243,0.133377,-2.628597,-2.199179,0.128000,0.285300
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:27:00.000,830960,12.81,28.54,0.000365,0.133507,-2.627984,-2.198255,0.128100,0.285400
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:28:00.000,830961,12.82,28.7,0.000486,0.135593,-2.627370,-2.183478,0.128200,0.287000
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:29:00.000,830962,12.84,28.79,0.000730,0.136767,-2.626143,-2.175166,0.128400,0.287900
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:30:00.000,830963,12.85,28.76,0.000851,0.136376,-2.625530,-2.177937,0.128500,0.287600
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:16:00.000,3902970,65.08,53.15,0.636098,0.454368,0.579209,0.074668,0.650800,0.531500
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:17:00.000,3902971,65.07,53.15,0.635977,0.454368,0.578595,0.074668,0.650700,0.531500
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:18:00.000,3902972,65.04,53.17,0.635612,0.454628,0.576754,0.076514,0.650400,0.531700
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:19:00.000,3902973,65.04,53.14,0.635612,0.454237,0.576754,0.073744,0.650400,0.531400
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:20:00.000,3902974,65.04,53.15,0.635612,0.454368,0.576754,0.074668,0.650400,0.531500
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:21:00.000,3902975,65.03,53.15,0.635490,0.454368,0.576141,0.074668,0.650300,0.531500
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:22:00.000,3902976,65,53.15,0.635125,0.454368,0.574300,0.074668,0.650000,0.531500
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:23:00.000,3902977,64.99,53.14,0.635004,0.454237,0.573686,0.073744,0.649900,0.531400
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:24:00.000,3902978,64.99,53.14,0.635004,0.454237,0.573686,0.073744,0.649900,0.531400
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:25:00.000,3902979,64.98,53.16,0.634882,0.454498,0.573073,0.075591,0.649800,0.531600
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:26:00.000,3902980,64.95,53.2,0.634517,0.455020,0.571232,0.079285,0.649500,0.532000
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:27:00.000,3902981,64.94,53.21,0.634396,0.455150,0.570619,0.080209,0.649400,0.532100
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:28:00.000,3902982,64.94,53.23,0.634396,0.455411,0.570619,0.082056,0.649400,0.532300
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:29:00.000,3902983,64.94,53.22,0.634396,0.455280,0.570619,0.081133,0.649400,0.532200
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:30:00.000,3902984,64.91,53.23,0.634031,0.455411,0.568778,0.082056,0.649100,0.532300
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:16:00.000,3972385,66.19,54.4,0.649599,0.470665,0.647316,0.190115,0.661900,0.544000
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:17:00.000,3972386,66.17,54.41,0.649355,0.470795,0.646089,0.191038,0.661700,0.544100
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:18:00.000,3972387,66.15,54.39,0.649112,0.470535,0.644862,0.189191,0.661500,0.543900
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:19:00.000,3972388,66.13,54.39,0.648869,0.470535,0.643635,0.189191,0.661300,0.543900
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:20:00.000,3972389,66.11,54.39,0.648626,0.470535,0.642408,0.189191,0.661100,0.543900
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:21:00.000,3972390,66.08,54.35,0.648261,0.470013,0.640567,0.185496,0.660800,0.543500
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:22:00.000,3972391,66.07,54.35,0.648139,0.470013,0.639953,0.185496,0.660700,0.543500
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:23:00.000,3972392,66.04,54.31,0.647774,0.469492,0.638113,0.181802,0.660400,0.543100
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:24:00.000,3972393,66.03,54.3,0.647653,0.469361,0.637499,0.180879,0.660300,0.543000
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:25:00.000,3972394,66,54.31,0.647288,0.469492,0.635658,0.181802,0.660000,0.543100
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:26:00.000,3972395,65.99,54.31,0.647166,0.469492,0.635045,0.181802,0.659900,0.543100
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:27:00.000,3972396,65.97,54.31,0.646923,0.469492,0.633818,0.181802,0.659700,0.543100
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:28:00.000,3972397,65.95,54.31,0.646680,0.469492,0.632590,0.181802,0.659500,0.543100
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:29:00.000,3972398,65.93,54.3,0.646436,0.469361,0.631363,0.180879,0.659300,0.543000
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:30:00.000,3972399,65.92,54.28,0.646315,0.469100,0.630749,0.179031,0.659200,0.542800
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:34:00.000,2820998,64.18,64.18,0.625152,0.598175,0.523986,1.093373,0.641800,0.641800
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:35:00.000,2820999,64.18,64.18,0.625152,0.598175,0.523986,1.093373,0.641800,0.641800
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:36:00.000,2821000,64.18,64.18,0.625152,0.598175,0.523986,1.093373,0.641800,0.641800
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:37:00.000,2821001,64.18,64.18,0.625152,0.598175,0.523986,1.093373,0.641800,0.641800
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:38:00.000,2821002,64.18,64.18,0.625152,0.598175,0.523986,1.093373,0.641800,0.641800
HarborAveUpperNorthBridge,"{'type': 'Point', 'coordinates': [-122.370873, 47.571695]}",2020-06-07T00:26:00.000,2926590,67.35,55.55,0.663707,0.485658,0.718492,0.296326,0.673500,0.555500
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:39:00.000,2821003,64.17,64.17,0.625030,0.598044,0.523373,1.092449,0.641700,0.641700
HarborAveUpperNorthBridge,"{'type': 'Point', 'coordinates': [-122.370873, 47.571695]}",2020-06-07T00:27:00.000,2926591,67.32,55.56,0.663342,0.485789,0.716651,0.297249,0.673200,0.555600
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:40:00.000,2821004,64.17,64.17,0.625030,0.598044,0.523373,1.092449,0.641700,0.641700
HarborAveUpperNorthBridge,"{'type': 'Point', 'coordinates': [-122.370873, 47.571695]}",2020-06-07T00:28:00.000,2926592,67.28,55.6,0.662856,0.486310,0.714197,0.300944,0.672800,0.556000
HarborAveUpperNorthBridge,"{'type': 'Point', 'coordinates': [-122.370873, 47.571695]}",2020-06-07T00:29:00.000,2926593,67.26,55.6,0.662613,0.486310,0.712970,0.300944,0.672600,0.556000
HarborAveUpperNorthBridge,"{'type': 'Point', 'coordinates': [-122.370873, 47.571695]}",2020-06-07T00:30:00.000,2926594,67.22,55.59,0.662126,0.486180,0.710515,0.300020,0.672200,0.555900
HarborAveUpperNorthBridge,"{'type': 'Point', 'coordinates': [-122.370873, 47.571695]}",2020-06-07T00:31:00.000,2926595,67.19,55.61,0.661761,0.486441,0.708675,0.301867,0.671900,0.556100
HarborAveUpperNorthBridge,"{'type': 'Point', 'coordinates': [-122.370873, 47.571695]}",2020-06-07T00:32:00.000,2926596,67.16,55.62,0.661396,0.486571,0.706834,0.302791,0.671600,0.556200
HarborAveUpperNorthBridge,"{'type': 'Point', 'coordinates': [-122.370873, 47.571695]}",2020-06-07T00:33:00.000,2926597,67.13,55.62,0.661031,0.486571,0.704993,0.302791,0.671300,0.556200
HarborAveUpperNorthBridge,"{'type': 'Point', 'coordinates': [-122.370873, 47.571695]}",2020-06-07T00:34:00.000,2926598,67.09,55.6,0.660545,0.486310,0.702538,0.300944,0.670900,0.556000
HarborAveUpperNorthBridge,"{'type': 'Point', 'coordinates': [-122.370873, 47.571695]}",2020-06-07T00:35:00.000,2926599,67.08,55.59,0.660423,0.486180,0.701925,0.300020,0.670800,0.555900
HarborAveUpperNorthBridge,"{'type': 'Point', 'coordinates': [-122.370873, 47.571695]}",2020-06-07T00:36:00.000,2926600,67.04,55.61,0.659937,0.486441,0.699471,0.301867,0.670400,0.556100
HarborAveUpperNorthBridge,"{'type': 'Point', 'coordinates': [-122.370873, 47.571695]}",2020-06-07T00:37:00.000,2926601,67.01,55.61,0.659572,0.486441,0.697630,0.301867,0.670100,0.556100
HarborAveUpperNorthBridge,"{'type': 'Point', 'coordinates': [-122.370873, 47.571695]}",2020-06-07T00:38:00.000,2926602,66.98,55.56,0.659207,0.485789,0.695789,0.297249,0.669800,0.555600
HarborAveUpperNorthBridge,"{'type': 'Point', 'coordinates': [-122.370873, 47.571695]}",2020-06-07T00:39:00.000,2926603,66.95,55.53,0.658842,0.485398,0.693948,0.294479,0.669500,0.555300
HarborAveUpperNorthBridge,"{'type': 'Point', 'coordinates': [-122.370873, 47.571695]}",2020-06-07T00:40:00.000,2926604,66.92,55.54,0.658477,0.485528,0.692108,0.295402,0.669200,0.555400
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:26:00.000,3972395,65.99,54.31,0.647166,0.469492,0.635045,0.181802,0.659900,0.543100
RooseveltWay_NE80thSt,"{'type': 'Point', 'coordinates': [-122.31765, 47.692098]}",2020-06-07T00:26:00.000,3966402,65,65,0.635125,0.608866,0.574300,1.169106,0.650000,0.650000
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:27:00.000,3972396,65.97,54.31,0.646923,0.469492,0.633818,0.181802,0.659700,0.543100
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:28:00.000,3972397,65.95,54.31,0.646680,0.469492,0.632590,0.181802,0.659500,0.543100
RooseveltWay_NE80thSt,"{'type': 'Point', 'coordinates': [-122.31765, 47.692098]}",2020-06-07T00:27:00.000,3966403,64.98,64.98,0.634882,0.608605,0.573073,1.167259,0.649800,0.649800
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:29:00.000,3972398,65.93,54.3,0.646436,0.469361,0.631363,0.180879,0.659300,0.543000
RooseveltWay_NE80thSt,"{'type': 'Point', 'coordinates': [-122.31765, 47.692098]}",2020-06-07T00:28:00.000,3966404,64.97,64.97,0.634760,0.608475,0.572459,1.166335,0.649700,0.649700
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:30:00.000,3972399,65.92,54.28,0.646315,0.469100,0.630749,0.179031,0.659200,0.542800
RooseveltWay_NE80thSt,"{'type': 'Point', 'coordinates': [-122.31765, 47.692098]}",2020-06-07T00:29:00.000,3966405,64.97,64.97,0.634760,0.608475,0.572459,1.166335,0.649700,0.649700
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:31:00.000,3972400,65.9,54.31,0.646072,0.469492,0.629523,0.181802,0.659000,0.543100
RooseveltWay_NE80thSt,"{'type': 'Point', 'coordinates': [-122.31765, 47.692098]}",2020-06-07T00:30:00.000,3966406,64.95,64.95,0.634517,0.608214,0.571232,1.164488,0.649500,0.649500
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:32:00.000,3972401,65.88,54.28,0.645828,0.469100,0.628295,0.179031,0.658800,0.542800
RooseveltWay_NE80thSt,"{'type': 'Point', 'coordinates': [-122.31765, 47.692098]}",2020-06-07T00:31:00.000,3966407,64.94,64.94,0.634396,0.608083,0.570619,1.163565,0.649400,0.649400
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:33:00.000,3972402,65.86,54.28,0.645585,0.469100,0.627068,0.179031,0.658600,0.542800
RooseveltWay_NE80thSt,"{'type': 'Point', 'coordinates': [-122.31765, 47.692098]}",2020-06-07T00:32:00.000,3966408,64.93,64.93,0.634274,0.607953,0.570005,1.162641,0.649300,0.649300
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:34:00.000,3972403,65.85,54.3,0.645463,0.469361,0.626454,0.180879,0.658500,0.543000
MagnoliaBridge,"{'type': 'Point', 'coordinates': [-122.387341, 47.633454]}",2020-06-07T00:26:00.000,3932480,63.05,52.9,0.611408,0.451108,0.454652,0.051578,0.630500,0.529000
RooseveltWay_NE80thSt,"{'type': 'Point', 'coordinates': [-122.31765, 47.692098]}",2020-06-07T00:33:00.000,3966409,64.92,64.92,0.634152,0.607823,0.569391,1.161717,0.649200,0.649200
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:35:00.000,3972404,65.82,54.32,0.645099,0.469622,0.624614,0.182726,0.658200,0.543200
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:26:00.000,830959,12.8,28.53,0.000243,0.133377,-2.628597,-2.199179,0.128000,0.285300
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:27:00.000,830960,12.81,28.54,0.000365,0.133507,-2.627984,-2.198255,0.128100,0.285400
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:28:00.000,830961,12.82,28.7,0.000486,0.135593,-2.627370,-2.183478,0.128200,0.287000
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:29:00.000,830962,12.84,28.79,0.000730,0.136767,-2.626143,-2.175166,0.128400,0.287900
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:30:00.000,830963,12.85,28.76,0.000851,0.136376,-2.625530,-2.177937,0.128500,0.287600
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:31:00.000,830964,12.86,28.8,0.000973,0.136897,-2.624916,-2.174242,0.128600,0.288000
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:32:00.000,830965,12.88,28.78,0.001216,0.136636,-2.623689,-2.176089,0.128800,0.287800
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:33:00.000,830966,12.9,28.72,0.001459,0.135854,-2.622462,-2.181631,0.129000,0.287200
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:34:00.000,830967,12.9,28.66,0.001459,0.135072,-2.622462,-2.187172,0.129000,0.286600
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:35:00.000,830968,12.92,28.66,0.001703,0.135072,-2.621235,-2.187172,0.129200,0.286600
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:36:00.000,830969,12.94,28.63,0.001946,0.134681,-2.620007,-2.189943,0.129400,0.286300
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:37:00.000,830970,12.94,28.55,0.001946,0.133638,-2.620007,-2.197332,0.129400,0.285500
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:38:00.000,830971,12.96,28.51,0.002189,0.133116,-2.618780,-2.201026,0.129600,0.285100
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:39:00.000,830972,12.99,28.47,0.002554,0.132595,-2.616940,-2.204720,0.129900,0.284700
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:40:00.000,830973,12.99,28.44,0.002554,0.132203,-2.616940,-2.207491,0.129900,0.284400
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:26:00.000,3902980,64.95,53.2,0.634517,0.455020,0.571232,0.079285,0.649500,0.532000
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:27:00.000,3902981,64.94,53.21,0.634396,0.455150,0.570619,0.080209,0.649400,0.532100
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:28:00.000,3902982,64.94,53.23,0.634396,0.455411,0.570619,0.082056,0.649400,0.532300
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:29:00.000,3902983,64.94,53.22,0.634396,0.455280,0.570619,0.081133,0.649400,0.532200
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:30:00.000,3902984,64.91,53.23,0.634031,0.455411,0.568778,0.082056,0.649100,0.532300
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:31:00.000,3902985,64.9,53.26,0.633909,0.455802,0.568164,0.084827,0.649000,0.532600
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:36:00.000,3972405,65.81,54.31,0.644977,0.469492,0.624000,0.181802,0.658100,0.543100
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:32:00.000,3902986,64.9,53.26,0.633909,0.455802,0.568164,0.084827,0.649000,0.532600
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:37:00.000,3972406,65.8,54.28,0.644855,0.469100,0.623387,0.179031,0.658000,0.542800
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:33:00.000,3902987,64.89,53.16,0.633787,0.454498,0.567551,0.075591,0.648900,0.531600
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:38:00.000,3972407,65.77,54.29,0.644490,0.469231,0.621546,0.179955,0.657700,0.542900
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:34:00.000,3902988,64.86,53.14,0.633423,0.454237,0.565710,0.073744,0.648600,0.531400
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:35:00.000,3902989,64.85,53.17,0.633301,0.454628,0.565096,0.076514,0.648500,0.531700
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:39:00.000,3972408,65.76,54.31,0.644369,0.469492,0.620932,0.181802,0.657600,0.543100
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:36:00.000,3902990,64.85,53.17,0.633301,0.454628,0.565096,0.076514,0.648500,0.531700
NE45StViaduct,"{'type': 'Point', 'coordinates': [-122.301929, 47.66127]}",2020-06-07T00:40:00.000,3972409,65.74,54.35,0.644126,0.470013,0.619705,0.185496,0.657400,0.543500
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:37:00.000,3902991,64.85,53.06,0.633301,0.453194,0.565096,0.066355,0.648500,0.530600
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:38:00.000,3902992,64.83,53,0.633058,0.452412,0.563869,0.060814,0.648300,0.530000
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:39:00.000,3902993,64.81,52.99,0.632814,0.452282,0.562642,0.059890,0.648100,0.529900
AuroraBridge,"{'type': 'Point', 'coordinates': [-122.347278, 47.643174]}",2020-06-07T00:40:00.000,3902994,64.8,52.92,0.632693,0.451369,0.562029,0.053425,0.648000,0.529200
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:36:00.000,2821000,64.18,64.18,0.625152,0.598175,0.523986,1.093373,0.641800,0.641800
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:37:00.000,2821001,64.18,64.18,0.625152,0.598175,0.523986,1.093373,0.641800,0.641800
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:38:00.000,2821002,64.18,64.18,0.625152,0.598175,0.523986,1.093373,0.641800,0.641800
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:39:00.000,2821003,64.17,64.17,0.625030,0.598044,0.523373,1.092449,0.641700,0.641700
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:40:00.000,2821004,64.17,64.17,0.625030,0.598044,0.523373,1.092449,0.641700,0.641700
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:36:00.000,830969,12.94,28.63,0.001946,0.134681,-2.620007,-2.189943,0.129400,0.286300
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:41:00.000,2821005,64.15,64.15,0.624787,0.597784,0.522146,1.090602,0.641500,0.641500
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:42:00.000,2821006,64.15,64.15,0.624787,0.597784,0.522146,1.090602,0.641500,0.641500
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:37:00.000,830970,12.94,28.55,0.001946,0.133638,-2.620007,-2.197332,0.129400,0.285500
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:43:00.000,2821007,64.14,64.14,0.624666,0.597653,0.521532,1.089678,0.641400,0.641400
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:38:00.000,830971,12.96,28.51,0.002189,0.133116,-2.618780,-2.201026,0.129600,0.285100
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:44:00.000,2821008,64.14,64.14,0.624666,0.597653,0.521532,1.089678,0.641400,0.641400
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:39:00.000,830972,12.99,28.47,0.002554,0.132595,-2.616940,-2.204720,0.129900,0.284700
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:45:00.000,2821009,64.13,64.13,0.624544,0.597523,0.520918,1.088754,0.641300,0.641300
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:40:00.000,830973,12.99,28.44,0.002554,0.132203,-2.616940,-2.207491,0.129900,0.284400
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:46:00.000,2821010,64.13,64.13,0.624544,0.597523,0.520918,1.088754,0.641300,0.641300
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:41:00.000,830974,13,28.46,0.002676,0.132464,-2.616326,-2.205644,0.130000,0.284600
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:47:00.000,2821011,64.12,64.12,0.624422,0.597392,0.520305,1.087831,0.641200,0.641200
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:42:00.000,830975,13.01,28.45,0.002797,0.132334,-2.615712,-2.206567,0.130100,0.284500
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:48:00.000,2821012,64.12,64.12,0.624422,0.597392,0.520305,1.087831,0.641200,0.641200
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:43:00.000,830976,13.03,28.51,0.003041,0.133116,-2.614485,-2.201026,0.130300,0.285100
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:49:00.000,2821013,64.11,64.11,0.624301,0.597262,0.519691,1.086908,0.641100,0.641100
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:44:00.000,830977,13.04,28.59,0.003162,0.134159,-2.613871,-2.193637,0.130400,0.285900
35thAveSW_SWMyrtleSt,"{'type': 'Point', 'coordinates': [-122.37658, 47.53918]}",2020-06-07T00:50:00.000,2821014,64.1,64.1,0.624179,0.597132,0.519078,1.085984,0.641000,0.641000
AlbroPlaceAirportWay,"{'type': 'Point', 'coordinates': [-122.314114, 47.547426]}",2020-06-07T00:45:00.000,830978,13.07,28.67,0.003527,0.135202,-2.612031,-2.186249,0.130700,0.286700
